********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
tjrtlmet,P,07/18/2022 19:00,1,1,15,,19.0,<0> ,85,<0> ,1014,<0> ,0.9,<0> ,1.7,<0> ,18:59,252,<0> ,10,<0> ,13.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 19:15,1,1,15,,18.7,<0> ,87,<0> ,1014,<0> ,0.4,<0> ,1.4,<0> ,19:02,246,<0> ,10,<0> ,2.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 19:30,1,1,15,,18.4,<0> ,87,<0> ,1014,<0> ,0.1,<0> ,0.6,<0> ,19:18,230,<0> ,3,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 19:45,1,1,15,,18.1,<0> ,88,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,19:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 20:00,1,1,15,,18.0,<0> ,90,<0> ,1015,<0> ,0.4,<0> ,0.6,<0> ,19:52,227,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 20:15,1,1,15,,18.0,<0> ,90,<0> ,1015,<0> ,0.5,<0> ,1.2,<0> ,20:12,248,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 20:30,1,1,15,,17.9,<0> ,90,<0> ,1015,<0> ,0.7,<0> ,1.7,<0> ,20:18,250,<0> ,39,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 20:45,1,1,15,,17.9,<0> ,90,<0> ,1015,<0> ,0.1,<0> ,0.4,<0> ,20:31,131,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 21:00,1,1,15,,17.8,<0> ,91,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,20:45,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 21:15,1,1,15,,17.9,<0> ,92,<0> ,1015,<0> ,0.0,<0> ,0.2,<0> ,21:09,276,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 21:30,1,1,15,,17.8,<0> ,92,<0> ,1015,<0> ,0.0,<0> ,0.3,<0> ,21:29,279,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 21:45,1,1,15,,17.7,<0> ,92,<0> ,1015,<0> ,0.0,<0> ,0.3,<0> ,21:30,273,<0> ,1,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 22:00,1,1,15,,17.5,<0> ,93,<0> ,1015,<0> ,0.0,<0> ,0.4,<0> ,21:55,282,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 22:15,1,1,15,,17.5,<0> ,93,<0> ,1015,<0> ,0.0,<0> ,0.3,<0> ,22:14,297,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 22:30,1,1,15,,17.4,<0> ,93,<0> ,1015,<0> ,0.0,<0> ,0.5,<0> ,22:16,297,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 22:45,1,1,15,,17.4,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,22:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 23:00,1,1,15,,17.3,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,22:45,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 23:15,1,1,15,,17.0,<0> ,94,<0> ,1015,<0> ,0.1,<0> ,0.4,<0> ,23:01,146,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 23:30,1,1,15,,16.7,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.2,<0> ,23:21,119,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/18/2022 23:45,1,1,15,,17.0,<0> ,95,<0> ,1015,<0> ,0.1,<0> ,0.3,<0> ,23:42,128,<0> ,3,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 00:00,1,1,15,,16.6,<0> ,95,<0> ,1015,<0> ,0.1,<0> ,0.4,<0> ,23:58,135,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 00:15,1,1,15,,16.4,<0> ,95,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,00:00,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 00:30,1,1,15,,16.2,<0> ,95,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,00:15,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 00:45,1,1,15,,16.4,<0> ,95,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,00:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 01:00,1,1,15,,16.2,<0> ,95,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,00:45,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 01:15,1,1,15,,16.7,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,01:00,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 01:30,1,1,15,,16.1,<0> ,95,<0> ,1014,<0> ,0.2,<0> ,0.6,<0> ,01:25,131,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 01:45,1,1,15,,16.0,<0> ,96,<0> ,1014,<0> ,0.2,<0> ,0.7,<0> ,01:31,117,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 02:00,1,1,15,,15.9,<0> ,96,<0> ,1014,<0> ,0.2,<0> ,0.6,<0> ,01:57,125,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 02:15,1,1,15,,15.8,<0> ,96,<0> ,1014,<0> ,0.1,<0> ,0.5,<0> ,02:09,354,<0> ,39,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 02:30,1,1,15,,16.0,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,02:15,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 02:45,1,1,15,,16.2,<0> ,96,<0> ,1014,<0> ,0.2,<0> ,0.4,<0> ,02:34,114,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 03:00,1,1,15,,16.3,<0> ,96,<0> ,1014,<0> ,0.1,<0> ,0.4,<0> ,02:59,130,<0> ,4,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 03:15,1,1,15,,16.2,<0> ,96,<0> ,1013,<0> ,0.1,<0> ,0.7,<0> ,03:01,108,<0> ,1,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 03:30,1,1,15,,15.8,<0> ,96,<0> ,1013,<0> ,0.0,<0> ,0.0,<0> ,03:15,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 03:45,1,1,15,,15.9,<0> ,96,<0> ,1014,<0> ,0.1,<0> ,0.5,<0> ,03:33,119,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 04:00,1,1,15,,15.7,<0> ,96,<0> ,1014,<0> ,0.2,<0> ,0.5,<0> ,03:54,306,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 04:15,1,1,15,,16.1,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,04:00,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 04:30,1,1,15,,16.5,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,04:15,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 04:45,1,1,15,,16.5,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.3,<0> ,04:44,317,<0> ,2,<0> ,0.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 05:00,1,1,15,,16.8,<0> ,96,<0> ,1014,<0> ,0.1,<0> ,0.5,<0> ,04:56,345,<0> ,18,<0> ,6.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 05:15,1,1,15,,17.5,<0> ,96,<0> ,1014,<0> ,0.1,<0> ,0.5,<0> ,05:10,57,<0> ,21,<0> ,26.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 05:30,1,1,15,,17.1,<0> ,95,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,05:15,0,<0> ,0,<0> ,72.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 05:45,1,1,15,,16.7,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.0,<0> ,05:30,0,<0> ,0,<0> ,148.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 06:00,1,1,15,,17.8,<0> ,96,<0> ,1014,<0> ,0.0,<0> ,0.5,<0> ,05:59,286,<0> ,2,<0> ,228.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 06:15,1,1,15,,18.5,<0> ,96,<0> ,1014,<0> ,1.0,<0> ,2.2,<0> ,06:09,300,<0> ,12,<0> ,318.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 06:30,1,1,15,,19.0,<0> ,95,<0> ,1014,<0> ,1.5,<0> ,3.0,<0> ,06:28,305,<0> ,13,<0> ,409.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 06:45,1,1,15,,19.5,<0> ,94,<0> ,1015,<0> ,1.1,<0> ,2.5,<0> ,06:30,300,<0> ,17,<0> ,502.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 07:00,1,1,15,,19.9,<0> ,91,<0> ,1015,<0> ,1.0,<0> ,1.9,<0> ,06:58,312,<0> ,16,<0> ,589.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 07:15,1,1,15,,20.5,<0> ,89,<0> ,1015,<0> ,1.5,<0> ,2.5,<0> ,07:06,295,<0> ,16,<0> ,682.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 07:30,1,1,15,,20.9,<0> ,87,<0> ,1015,<0> ,1.3,<0> ,2.1,<0> ,07:28,293,<0> ,18,<0> ,771.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 07:45,1,1,15,,21.0,<0> ,86,<0> ,1015,<0> ,1.7,<0> ,2.3,<0> ,07:32,291,<0> ,16,<0> ,861.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 08:00,1,1,15,,21.4,<0> ,85,<0> ,1015,<0> ,2.3,<0> ,3.3,<0> ,07:56,287,<0> ,13,<0> ,949.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 08:15,1,1,15,,21.3,<0> ,86,<0> ,1015,<0> ,2.7,<0> ,4.1,<0> ,08:13,293,<0> ,15,<0> ,1036.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 08:30,1,1,15,,21.4,<0> ,85,<0> ,1015,<0> ,2.9,<0> ,4.6,<0> ,08:25,285,<0> ,14,<0> ,1119.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 08:45,1,1,15,,21.7,<0> ,84,<0> ,1015,<0> ,2.7,<0> ,4.0,<0> ,08:42,290,<0> ,14,<0> ,1198.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 09:00,1,1,15,,21.9,<0> ,84,<0> ,1015,<0> ,2.6,<0> ,4.0,<0> ,08:56,280,<0> ,14,<0> ,1273.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 09:15,1,1,15,,21.9,<0> ,84,<0> ,1015,<0> ,2.7,<0> ,4.2,<0> ,09:14,281,<0> ,14,<0> ,1346.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 09:30,1,1,15,,22.2,<0> ,82,<0> ,1016,<0> ,2.7,<0> ,4.1,<0> ,09:15,277,<0> ,16,<0> ,1413.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 09:45,1,1,15,,22.1,<0> ,82,<0> ,1016,<0> ,3.1,<0> ,4.7,<0> ,09:37,265,<0> ,13,<0> ,1471.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 10:00,1,1,15,,22.3,<0> ,81,<0> ,1016,<0> ,3.2,<0> ,4.6,<0> ,09:59,265,<0> ,14,<0> ,1529.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 10:15,1,1,15,,21.9,<0> ,82,<0> ,1016,<0> ,3.5,<0> ,4.8,<0> ,10:07,268,<0> ,14,<0> ,1580.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 10:30,1,1,15,,22.8,<0> ,79,<0> ,1016,<0> ,3.2,<0> ,5.1,<0> ,10:24,264,<0> ,15,<0> ,1624.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 10:45,1,1,15,,22.6,<0> ,79,<0> ,1016,<0> ,3.0,<0> ,4.6,<0> ,10:32,271,<0> ,16,<0> ,1633.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 11:00,1,1,15,,22.6,<0> ,79,<0> ,1016,<0> ,3.4,<0> ,4.9,<0> ,10:47,265,<0> ,13,<0> ,1701.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 11:15,1,1,15,,22.8,<0> ,79,<0> ,1016,<0> ,3.1,<0> ,4.5,<0> ,11:01,271,<0> ,15,<0> ,1723.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 11:30,1,1,15,,23.2,<0> ,77,<0> ,1016,<0> ,3.2,<0> ,4.8,<0> ,11:20,279,<0> ,15,<0> ,1742.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 11:45,1,1,15,,23.3,<0> ,77,<0> ,1016,<0> ,3.1,<0> ,4.8,<0> ,11:37,272,<0> ,17,<0> ,1755.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 12:00,1,1,15,,23.2,<0> ,77,<0> ,1016,<0> ,3.2,<0> ,4.8,<0> ,11:50,263,<0> ,14,<0> ,1749.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 12:15,1,1,15,,22.9,<0> ,78,<0> ,1016,<0> ,3.2,<0> ,4.9,<0> ,12:14,266,<0> ,16,<0> ,1727.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 12:30,1,1,15,,22.5,<0> ,79,<0> ,1015,<0> ,3.5,<0> ,4.6,<0> ,12:23,265,<0> ,11,<0> ,1564.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 12:45,1,1,15,,22.5,<0> ,80,<0> ,1015,<0> ,3.2,<0> ,4.5,<0> ,12:38,264,<0> ,14,<0> ,1534.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 13:00,1,1,15,,23.5,<0> ,76,<0> ,1015,<0> ,2.8,<0> ,4.4,<0> ,12:47,274,<0> ,19,<0> ,1594.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 13:15,1,1,15,,22.8,<0> ,78,<0> ,1015,<0> ,3.5,<0> ,5.1,<0> ,13:13,263,<0> ,13,<0> ,1652.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 13:30,1,1,15,,23.1,<0> ,77,<0> ,1015,<0> ,3.4,<0> ,5.0,<0> ,13:21,266,<0> ,15,<0> ,1518.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 13:45,1,1,15,,22.8,<0> ,77,<0> ,1015,<0> ,3.1,<0> ,4.3,<0> ,13:30,252,<0> ,15,<0> ,1425.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 14:00,1,1,15,,22.5,<0> ,78,<0> ,1015,<0> ,3.2,<0> ,4.8,<0> ,13:49,265,<0> ,14,<0> ,1453.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 14:15,1,1,15,,22.4,<0> ,78,<0> ,1015,<0> ,3.1,<0> ,4.7,<0> ,14:13,265,<0> ,18,<0> ,1159.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 14:30,1,1,15,,22.2,<0> ,79,<0> ,1015,<0> ,3.4,<0> ,4.8,<0> ,14:23,267,<0> ,12,<0> ,1265.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 14:45,1,1,15,,22.4,<0> ,78,<0> ,1015,<0> ,2.6,<0> ,4.0,<0> ,14:33,271,<0> ,20,<0> ,1182.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 15:00,1,1,15,,22.5,<0> ,77,<0> ,1015,<0> ,2.8,<0> ,4.1,<0> ,14:49,276,<0> ,17,<0> ,1271.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 15:15,1,1,15,,21.9,<0> ,79,<0> ,1014,<0> ,2.4,<0> ,3.6,<0> ,15:06,269,<0> ,15,<0> ,994.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 15:30,1,1,15,,22.2,<0> ,77,<0> ,1014,<0> ,2.2,<0> ,3.3,<0> ,15:29,253,<0> ,18,<0> ,1150.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 15:45,1,1,15,,22.1,<0> ,78,<0> ,1014,<0> ,2.4,<0> ,3.6,<0> ,15:30,268,<0> ,16,<0> ,1072.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 16:00,1,1,15,,22.1,<0> ,78,<0> ,1014,<0> ,2.3,<0> ,3.4,<0> ,15:53,259,<0> ,24,<0> ,1009.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 16:15,1,1,15,,22.2,<0> ,78,<0> ,1014,<0> ,2.4,<0> ,3.7,<0> ,16:13,237,<0> ,12,<0> ,893.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 16:30,1,1,15,,22.0,<0> ,79,<0> ,1014,<0> ,2.2,<0> ,3.4,<0> ,16:23,254,<0> ,17,<0> ,827.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 16:45,1,1,15,,21.8,<0> ,80,<0> ,1014,<0> ,2.1,<0> ,3.4,<0> ,16:33,266,<0> ,17,<0> ,651.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 17:00,1,1,15,,21.7,<0> ,82,<0> ,1014,<0> ,2.2,<0> ,3.2,<0> ,16:47,262,<0> ,16,<0> ,654.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 17:15,1,1,15,,21.8,<0> ,82,<0> ,1014,<0> ,2.2,<0> ,3.3,<0> ,17:07,261,<0> ,13,<0> ,579.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 17:30,1,1,15,,21.8,<0> ,82,<0> ,1014,<0> ,1.9,<0> ,3.3,<0> ,17:18,264,<0> ,16,<0> ,520.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 17:45,1,1,15,,21.8,<0> ,82,<0> ,1013,<0> ,1.9,<0> ,3.2,<0> ,17:40,277,<0> ,15,<0> ,406.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 18:00,1,1,15,,21.5,<0> ,83,<0> ,1013,<0> ,2.0,<0> ,3.4,<0> ,17:47,288,<0> ,15,<0> ,266.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 18:15,1,1,15,,20.9,<0> ,85,<0> ,1014,<0> ,1.8,<0> ,2.8,<0> ,18:05,277,<0> ,12,<0> ,143.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 18:30,1,1,15,,20.4,<0> ,87,<0> ,1014,<0> ,1.5,<0> ,2.5,<0> ,18:15,276,<0> ,14,<0> ,60.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 18:45,1,1,15,,20.1,<0> ,87,<0> ,1014,<0> ,1.1,<0> ,1.9,<0> ,18:30,267,<0> ,13,<0> ,41.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 19:00,1,1,15,,19.9,<0> ,88,<0> ,1014,<0> ,1.1,<0> ,1.8,<0> ,18:59,277,<0> ,13,<0> ,12.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 19:15,1,1,15,,19.8,<0> ,89,<0> ,1014,<0> ,1.3,<0> ,2.3,<0> ,19:06,285,<0> ,13,<0> ,1.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 19:30,1,1,15,,19.6,<0> ,90,<0> ,1014,<0> ,0.9,<0> ,1.5,<0> ,19:15,287,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 19:45,1,1,15,,19.5,<0> ,90,<0> ,1014,<0> ,1.0,<0> ,1.6,<0> ,19:40,285,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 20:00,1,1,15,,19.4,<0> ,91,<0> ,1014,<0> ,0.9,<0> ,1.8,<0> ,19:51,269,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 20:15,1,1,15,,19.4,<0> ,91,<0> ,1014,<0> ,0.8,<0> ,1.6,<0> ,20:03,257,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 20:30,1,1,15,,19.3,<0> ,90,<0> ,1014,<0> ,0.2,<0> ,0.6,<0> ,20:22,185,<0> ,25,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 20:45,1,1,15,,19.0,<0> ,91,<0> ,1014,<0> ,0.2,<0> ,0.7,<0> ,20:45,230,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 21:00,1,1,15,,18.9,<0> ,92,<0> ,1014,<0> ,0.8,<0> ,1.3,<0> ,20:56,241,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 21:15,1,1,15,,18.9,<0> ,92,<0> ,1014,<0> ,0.6,<0> ,1.2,<0> ,21:03,202,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 21:30,1,1,15,,18.7,<0> ,92,<0> ,1014,<0> ,0.4,<0> ,1.2,<0> ,21:27,235,<0> ,30,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 21:45,1,1,15,,18.6,<0> ,92,<0> ,1015,<0> ,0.2,<0> ,0.8,<0> ,21:44,159,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 22:00,1,1,15,,18.2,<0> ,92,<0> ,1015,<0> ,0.5,<0> ,0.8,<0> ,21:51,182,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 22:15,1,1,15,,17.9,<0> ,93,<0> ,1015,<0> ,0.4,<0> ,0.8,<0> ,22:00,142,<0> ,41,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 22:30,1,1,15,,18.2,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.2,<0> ,22:15,73,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 22:45,1,1,15,,18.1,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,22:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 23:00,1,1,15,,18.3,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.4,<0> ,22:59,125,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 23:15,1,1,15,,18.2,<0> ,94,<0> ,1015,<0> ,0.4,<0> ,0.6,<0> ,23:11,117,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 23:30,1,1,15,,18.2,<0> ,94,<0> ,1015,<0> ,0.2,<0> ,0.5,<0> ,23:21,155,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/19/2022 23:45,1,1,15,,17.9,<0> ,94,<0> ,1015,<0> ,0.0,<0> ,0.0,<0> ,23:30,0,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 00:00,1,1,15,,18.0,<0> ,94,<0> ,1015,<0> ,0.2,<0> ,0.6,<0> ,23:50,122,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 00:15,1,1,15,,18.2,<0> ,94,<0> ,1015,<0> ,0.1,<0> ,0.5,<0> ,00:09,275,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 00:30,1,1,15,,18.1,<0> ,94,<0> ,1015,<0> ,0.5,<0> ,1.1,<0> ,00:26,148,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 00:45,1,1,15,,17.8,<0> ,94,<0> ,1015,<0> ,0.7,<0> ,1.2,<0> ,00:31,205,<0> ,29,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 01:00,1,1,15,,17.9,<0> ,95,<0> ,1015,<0> ,0.8,<0> ,1.1,<0> ,00:46,188,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 01:15,1,1,15,,18.3,<0> ,95,<0> ,1015,<0> ,0.9,<0> ,1.6,<0> ,01:14,175,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 01:30,1,1,15,,18.8,<0> ,95,<0> ,1015,<0> ,1.5,<0> ,2.5,<0> ,01:27,179,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 01:45,1,1,15,,19.1,<0> ,94,<0> ,1015,<0> ,1.4,<0> ,2.4,<0> ,01:32,206,<0> ,19,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 02:00,1,1,15,,19.1,<0> ,93,<0> ,1015,<0> ,1.2,<0> ,2.2,<0> ,01:53,209,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 02:15,1,1,15,,19.2,<0> ,93,<0> ,1015,<0> ,0.9,<0> ,2.0,<0> ,02:01,218,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 02:30,1,1,15,,19.2,<0> ,93,<0> ,1015,<0> ,0.9,<0> ,1.6,<0> ,02:19,200,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/20/2022 02:45,1,1,15,,19.2,<0> ,93,<0> ,1015,<0> ,0.4,<0> ,1.3,<0> ,02:44,189,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
