$,,,,,
,,,,,
JDAY,TAIR,TDEW,PHI,WIND,CLOUD
28.63541667,16.9,13.23417434,277,3,5
28.64583333,17,13.33137318,276,2.7,5
28.65625,16.7,13.23248558,272,2.7,5
28.66666667,16.4,13.13060622,279,2.8,5
28.67708333,16.3,13.03311021,284,2.7,5
28.6875,16.3,13.03311021,278,2.5,5
28.69791667,16.1,13.02579867,266,2.4,5
28.70833333,15.9,12.83051397,268,2.3,5
28.71875,15.9,12.83051397,267,2,5
28.72916667,15.9,12.83051397,263,1.7,5
28.73958333,15.8,12.91812441,269,1.8,5
28.75,15.8,12.91812441,266,1.7,5
28.76041667,15.7,13.00349747,260,1.7,5
28.77083333,15.6,12.72255146,254,1.6,5
28.78125,15.6,12.90557055,252,1.6,5
28.79166667,15.5,12.62476372,262,1.5,5
28.80208333,15.5,12.80764284,255,1.5,5
28.8125,15.5,12.80764284,259,1.5,5
28.82291667,15.4,12.70971434,251,1.5,5
28.83333333,15.4,12.70971434,257,1.4,5
28.84375,15.4,12.89054779,254,1.4,5
28.85416667,15.4,12.89054779,244,1.1,5
28.86458333,15.4,12.89054779,241,1.1,5
28.875,15.4,12.89054779,248,0.9,5
28.88541667,15.3,12.79247999,257,1,5
28.89583333,15.3,12.97131263,276,1.1,5
28.90625,15.3,12.97131263,283,1.2,5
28.91666667,15.3,13.14832367,283,1.2,5
28.92708333,15.3,13.14832367,292,1.1,5
28.9375,15.4,13.24666452,291,0.9,5
28.94791667,15.4,13.24666452,296,1.3,5
28.95833333,15.4,13.24666452,304,1.6,5
28.96875,15.4,13.24666452,303,1.5,5
28.97916667,15.4,13.24666452,307,1.5,5
28.98958333,15.4,13.24666452,299,1.5,5
29,15.4,13.24666452,305,1.4,5
29.01041667,15.3,13.14832367,308,1.3,5
29.02083333,15.4,13.24666452,302,1.2,5
29.03125,15.3,13.14832367,310,1.1,5
29.04166667,15.3,13.14832367,302,1.3,5
29.05208333,15.3,13.32355243,301,1.4,5
29.0625,15.3,13.32355243,299,1.5,5
29.07291667,15.2,13.2250764,298,1.5,5
29.08333333,15.2,13.39842766,298,1.4,5
29.09375,15.2,13.39842766,309,1.1,5
29.10416667,15.2,13.39842766,303,1.2,5
29.11458333,15.2,13.39842766,305,1.2,5
29.125,15.1,13.2998178,309,1.6,5
29.13541667,15.2,13.39842766,306,1.7,5
29.14583333,15.1,13.2998178,307,2,5
29.15625,15.1,13.2998178,307,1.6,5
29.16666667,15.1,13.2998178,304,1.9,5
29.17708333,15.1,13.47133087,303,1.9,5
29.1875,15.1,13.47133087,304,1.7,5
29.19791667,15,13.3725885,298,2,5
29.20833333,14.9,13.44342787,298,2.2,5
29.21875,14.9,13.44342787,299,2.3,5
29.22916667,14.8,13.34455385,293,2.3,5
29.23958333,14.8,13.34455385,296,2.6,5
29.25,14.8,13.34455385,291,2.8,5
29.26041667,14.9,13.44342787,298,2.2,5
29.27083333,14.9,13.44342787,304,2.3,5
29.28125,14.8,13.34455385,304,2.3,5
29.29166667,15,13.54230145,292,1.6,5
29.30208333,15,13.54230145,294,1.5,5
29.3125,15.3,13.83891961,300,1.6,5
29.32291667,15.3,13.66881417,291,1.6,5
29.33333333,15.3,13.83891961,280,1.7,5
29.34375,15.3,13.83891961,278,1.8,5
29.35416667,15.4,13.93779146,276,1.9,5
29.36458333,15.5,14.03666288,267,2.2,5
29.375,15.7,14.06377497,284,2.1,5
29.38541667,15.9,14.26125247,281,2.3,5
29.39583333,15.8,14.16251396,267,2.5,5
29.40625,16.2,14.38449699,254,2.1,5
29.41666667,16.5,14.50521932,275,1.8,5
29.42708333,16,14.01286832,268,2.2,5
29.4375,16.1,14.11133969,283,1.9,5
29.44791667,16.2,14.20981047,276,1.6,5
29.45833333,16.3,14.13170362,262,2,5
29.46875,16.6,14.42670525,271,2.2,5
29.47916667,17,14.45953233,251,2.5,5
29.48958333,16.6,14.24792385,261,2.5,5
29.5,16.7,14.52503785,244,2.6,5
29.51041667,16.5,14.32837201,245,2.5,5
29.52083333,16.4,14.40675028,254,2.2,5
29.53125,16.3,14.483101,243,2.5,5
29.54166667,16.3,14.483101,233,2.7,5
29.55208333,15.9,14.26125247,253,3.4,5
29.5625,16,14.3599905,253,3.2,5
29.57291667,16.1,14.11133969,254,3.2,5
29.58333333,16.3,14.13170362,253,3.1,5
29.59375,16.4,14.05152966,256,3,5
29.60416667,16.6,14.06730388,255,2.9,5
29.61458333,16.4,14.05152966,233,2.8,5
29.625,16.6,14.06730388,239,2.8,5
29.63541667,16.3,13.95333154,226,2.9,5
29.64583333,16.3,13.95333154,239,2.8,5
29.65625,16.3,13.7731248,235,2.5,5
29.66666667,16.3,13.7731248,241,2.3,5
29.67708333,16.1,13.75693324,237,2.3,5
29.6875,15.9,13.5605322,229,2.6,5
29.69791667,15.7,13.36412842,212,2.8,5
29.70833333,15.6,13.2659255,227,2.5,5
29.71875,15.6,13.44334431,220,2.2,5
29.72916667,15.4,13.24666452,221,1.9,5
29.73958333,15.3,13.32355243,224,1.9,5
29.75,15.2,13.2250764,224,1.9,5
29.76041667,15.1,13.2998178,213,1.6,5
29.77083333,15,13.2012074,195,1.2,5
29.78125,15,13.2012074,189,1.4,5
29.79166667,15,13.2012074,232,1.1,5
29.80208333,15,13.3725885,208,0.8,5
29.8125,15,13.3725885,208,1.4,5
29.82291667,15,13.3725885,200,1.6,5
29.83333333,15,13.3725885,211,1.7,5
29.84375,14.9,13.27384564,216,2.1,5
29.85416667,14.9,13.27384564,206,1.6,5
29.86458333,14.9,13.27384564,197,1.9,5
29.875,14.8,13.1751023,205,1.8,5
29.88541667,14.9,13.27384564,211,2,5
29.89583333,14.9,13.27384564,219,1.9,5
29.90625,14.8,13.34455385,211,2.2,5
29.91666667,14.8,13.34455385,205,2.1,5
29.92708333,14.8,13.34455385,204,2.1,5
29.9375,14.8,13.34455385,195,2,5
29.94791667,14.8,13.34455385,201,2.2,5
29.95833333,14.7,13.2456794,194,2.5,5
29.96875,14.7,13.41337015,196,2.4,5
29.97916667,14.6,13.31436586,190,2.4,5
29.98958333,14.6,13.31436586,180,2.2,5
30,14.5,13.21536118,180,2.4,5
30.01041667,14.5,13.21536118,172,2,5
30.02083333,14.5,13.21536118,196,2.2,5
30.03125,14.4,13.11635613,195,2.4,5
30.04166667,14.3,13.01735069,208,2,5
30.05208333,14.4,13.28206537,197,1.9,5
30.0625,14.4,13.28206537,196,2.1,5
30.07291667,14.3,13.18293182,192,2.1,5
30.08333333,14.4,13.28206537,187,2.1,5
30.09375,14.4,13.28206537,183,2,5
30.10416667,14.4,13.28206537,186,1.4,5
30.11458333,14.3,13.18293182,198,1.6,5
30.125,14.3,13.18293182,205,1.8,5
30.13541667,14.3,13.34695286,199,1.7,5
30.14583333,14.3,13.34695286,202,1.7,5
30.15625,14.2,13.24769204,203,1.7,5
30.16666667,14.3,13.18293182,200,1.7,5
30.17708333,14.2,13.08379794,195,1.7,5
30.1875,14.2,13.08379794,188,1.9,5
30.19791667,14.3,13.18293182,195,1.7,5
30.20833333,14.3,13.18293182,198,1.5,5
30.21875,14.2,13.24769204,212,1.5,5
30.22916667,14.3,13.18293182,207,1.1,5
30.23958333,14.3,13.18293182,197,1.1,5
30.25,14.4,13.28206537,199,1.2,5
30.26041667,14.5,13.38119859,215,1.1,5
30.27083333,14.7,13.41337015,203,1.2,5
30.28125,14.8,13.51237405,221,1.4,5
30.29166667,14.9,13.61137758,229,1.2,5
30.30208333,15,13.71038072,228,1.5,5
30.3125,15.1,13.80938347,237,1.7,5
30.32291667,15.2,13.74004732,229,1.5,5
30.33333333,15.4,13.93779146,237,1.5,5
30.34375,15.6,14.13553387,226,1.6,5
30.35416667,15.6,13.96503549,235,2,5
30.36458333,15.7,14.06377497,255,1.4,5
30.375,15.9,14.08868179,223,1.6,5
30.38541667,15.9,14.08868179,226,2.1,5
30.39583333,16,14.18728739,232,2.1,5
30.40625,16.2,14.20981047,226,1.8,5
30.41666667,16.1,14.11133969,234,2.1,5
30.42708333,16.1,14.28589246,217,2.3,5
30.4375,16.2,14.20981047,213,2.5,5
30.44791667,16.1,14.28589246,212,2.4,5
30.45833333,16,14.01286832,220,2.4,5
30.46875,16.1,14.11133969,221,2.5,5
30.47916667,16.4,14.40675028,241,2.5,5
30.48958333,16.1,13.9350327,233,2.6,5
30.5,16.2,14.03336848,229,2.4,5
30.51041667,16.6,14.24792385,226,2.7,5
30.52083333,17.1,14.37439155,213,2.7,5
30.53125,17,14.27647568,213,2.8,5
30.54166667,17,14.09149145,220,2.7,5
30.55208333,17.1,14.18926657,217,2.7,5
30.5625,17.1,14.00216853,213,2.9,5
30.57291667,16.7,13.98272331,229,3,5
30.58333333,16.7,13.98272331,231,2.9,5
30.59375,16.7,13.79816104,229,2.9,5
30.60416667,17,13.90453556,237,2.9,5
30.61458333,16.9,13.80690171,242,2.9,5
30.625,16.7,13.61163131,244,2.8,5
30.63541667,16.6,13.88480427,239,2.7,5
30.64583333,16.5,13.78688445,241,2.4,5
30.65625,16.4,13.68896384,257,2.4,5
30.66666667,16.3,13.59104244,255,2.2,5
30.67708333,16.2,13.49312025,254,2.1,5
30.6875,16.1,13.39519727,259,2,5
30.69791667,16.1,13.39519727,260,1.9,5
30.70833333,15.9,13.19934895,256,1.7,5
30.71875,15.9,13.19934895,254,1.5,5
30.72916667,15.8,13.28281161,257,1.7,5
30.73958333,15.7,13.18474676,253,2,5
30.75,15.5,12.98861485,255,1.6,5
30.76041667,15.4,13.06951761,256,1.4,5
30.77083333,15.4,13.06951761,220,1.2,5
30.78125,15.4,13.06951761,211,1.5,5
30.79166667,15.2,12.87310697,185,0.5,5
30.80208333,15.2,13.04998218,230,0.9,5
30.8125,15.2,13.04998218,233,0.6,5
30.82291667,15.2,13.04998218,173,1.1,5
30.83333333,15.2,13.04998218,195,0.7,5
30.84375,15.2,13.04998218,175,1,5
30.85416667,15.2,13.04998218,208,0.9,5
30.86458333,15.2,13.04998218,198,1.5,5
30.875,15.2,13.04998218,204,1.6,5
30.88541667,15.1,12.95164007,182,1.6,5
30.89583333,15.1,12.95164007,186,1.7,5
30.90625,15,13.02812259,184,1.1,5
30.91666667,15.1,13.12659979,160,0.9,5
30.92708333,15.1,13.12659979,185,0.8,5
30.9375,15.1,13.12659979,159,0.9,5
30.94791667,15,13.02812259,172,1.5,5
30.95833333,14.9,12.92964481,164,1.2,5
30.96875,14.9,12.92964481,177,1.2,5
30.97916667,14.8,12.83116644,132,0.9,5
30.98958333,14.8,13.00398501,131,0.7,5
31,14.8,13.00398501,200,0.7,5
31.01041667,14.8,13.00398501,202,0.6,5
31.02083333,14.8,13.00398501,174,0.8,5
31.03125,14.8,13.00398501,175,0.4,5
31.04166667,14.8,13.00398501,148,0.4,5
31.05208333,14.7,12.90537301,238,0.7,5
31.0625,14.7,13.07635848,185,0.2,5
31.07291667,14.7,13.07635848,222,0.7,5
31.08333333,14.7,13.07635848,179,0.2,5
31.09375,14.7,13.07635848,226,0.6,5
31.10416667,14.6,13.14680452,247,0.3,5
31.11458333,14.6,13.14680452,225,0.3,5
31.125,14.5,13.0479292,298,0.3,5
31.13541667,14.5,13.21536118,262,1,5
31.14583333,14.5,13.21536118,258,0.6,5
31.15625,14.5,13.21536118,300,0.4,5
31.16666667,14.5,13.21536118,1,0.3,5
31.17708333,14.4,13.11635613,296,0.2,5
31.1875,14.5,13.21536118,270,0.3,5
31.19791667,14.5,13.21536118,169,0.8,5
31.20833333,14.4,13.28206537,169,1,5
31.21875,14.4,13.28206537,181,0.9,5
31.22916667,14.4,13.28206537,214,1,5
31.23958333,14.4,13.4462134,243,1,5
31.25,14.5,13.54547365,274,1,5
31.26041667,14.6,13.48033147,267,1.1,5
31.27083333,14.7,13.57946402,218,0.8,5
31.28125,14.8,13.51237405,252,0.7,5
31.29166667,14.9,13.61137758,251,0.6,5
31.30208333,14.9,13.61137758,269,0.7,5
31.3125,15.1,13.6411746,259,1,5
31.32291667,15.3,13.66881417,294,1,5
31.33333333,15.6,13.79286179,306,1.3,5
31.34375,15.8,13.81592384,304,1.9,5
31.35416667,15.9,13.91439637,292,1.8,5
31.36458333,15.9,13.91439637,280,2.2,5
31.375,15.9,13.91439637,277,2.3,5
31.38541667,16.3,14.13170362,281,2.4,5
31.39583333,16.5,14.32837201,280,2.6,5
31.40625,16.7,14.1653621,280,2.7,5
31.41666667,16.6,14.06730388,269,2.7,5
31.42708333,16.8,14.26341958,273,2.9,5
31.4375,17.3,14.38481428,274,2.9,5
31.44791667,17.2,14.0998006,270,2.9,5
31.45833333,17.4,14.1055142,275,2.9,5
31.46875,17.3,13.81655457,269,2.9,5
31.47916667,17.6,14.30048443,266,2.7,5
31.48958333,17.7,14.96187026,275,3.3,5
31.5,18.4,15.27131571,283,3.2,5
31.51041667,18.3,15.17369436,281,3.4,5
31.52083333,17.8,14.87366885,276,3.7,5
31.53125,17.2,14.47230664,280,3.3,5
31.54166667,17,14.27647568,280,3.2,5
31.55208333,17.25,14.04691363,280,3.2,5
31.5625,17.5,13.81735158,277,3.2,5
31.57291667,17.4,13.72015801,280,3.1,5
31.58333333,16.8,13.52058077,282,2.8,5
31.59375,17.1,13.62186891,282,2.9,5
31.60416667,16.8,13.32983291,281,2.6,5
31.61458333,16.9,13.42717925,280,2.4,5
31.625,16.6,13.32559539,275,2.4,5
31.63541667,16.7,13.23248558,278,2.2,5
31.64583333,16.8,13.32983291,280,2.1,5
31.65625,16.7,13.23248558,282,1.9,5
31.66666667,16.7,13.03977349,280,1.5,5
31.67708333,17.1,13.42857097,279,2.1,5
31.6875,17.1,13.23310709,275,2.2,5
31.69791667,16.4,12.94043758,274,2.1,5
31.70833333,16.4,13.31871901,289,2,5
31.71875,16.8,13.32983291,297,2,5
31.72916667,16.5,13.03778791,303,2,5
31.73958333,16.2,13.12343968,293,1.7,5
31.75,15.9,12.83051397,295,2.1,5
31.76041667,15.8,12.73287028,302,1.9,5
31.77083333,15.6,12.72255146,298,1.9,5
31.78125,15.5,12.62476372,309,1.5,5
31.79166667,15.4,12.70971434,290,1.5,5
31.80208333,15.4,12.70971434,295,1.6,5
31.8125,15.3,12.61178505,303,1,5
31.82291667,15.3,12.61178505,295,1.2,5
31.83333333,15.3,12.61178505,283,1.3,5
31.84375,15.2,12.69441146,283,1.4,5
31.85416667,15.2,12.69441146,289,1.3,5
31.86458333,15.2,12.69441146,306,1.5,5
31.875,15.1,12.77490063,305,1.3,5
31.88541667,15.2,12.87310697,303,1.3,5
31.89583333,15.2,12.87310697,295,1.7,5
31.90625,15.2,12.87310697,302,1.8,5
31.91666667,15.2,12.87310697,303,1.7,5
31.92708333,15.2,12.87310697,309,1.5,5
31.9375,15.2,13.04998218,312,1.3,5
31.94791667,15.2,13.04998218,309,1.7,5
31.95833333,15.2,13.04998218,300,1.7,5
31.96875,15.2,13.04998218,299,1.5,5
31.97916667,15.2,13.2250764,301,2,5
31.98958333,15.2,13.2250764,312,1.4,5
32,15.2,13.2250764,314,1.3,5
32.01041667,15.2,13.2250764,306,1.7,5
32.02083333,15.2,13.2250764,303,1.8,5
32.03125,15.2,13.2250764,305,1.7,5
32.04166667,15.2,13.2250764,311,1.8,5
32.05208333,15.2,13.2250764,306,1.5,5
32.0625,15.2,13.2250764,304,1.4,5
32.07291667,15.2,13.2250764,306,1.4,5
32.08333333,15.1,13.2998178,309,1.5,5
32.09375,15.1,13.2998178,303,1.3,5
32.10416667,15.1,13.12659979,305,1.4,5
32.11458333,15.1,13.12659979,309,1.1,5
32.125,15,13.02812259,316,1,5
32.13541667,15,13.2012074,325,0.9,5
32.14583333,15,13.2012074,315,1.2,5
32.15625,15,13.2012074,302,1.4,5
32.16666667,15,13.2012074,308,1.5,5
32.17708333,14.9,13.10259647,301,1.2,5
32.1875,14.9,13.27384564,293,1.7,5
32.19791667,14.9,13.27384564,316,1,5
32.20833333,14.8,13.1751023,313,0.8,5
32.21875,14.8,13.1751023,333,0.4,5
32.22916667,14.8,13.1751023,343,0.6,5
32.23958333,14.8,13.34455385,317,1.2,5
32.25,14.8,13.34455385,11,0.8,5
32.26041667,14.9,13.44342787,332,0.7,5
32.27083333,15.1,13.6411746,297,1.4,5
32.28125,15.2,13.57007276,301,1.6,5
32.29166667,15.4,13.76755509,308,1.2,5
32.30208333,15.4,13.59564579,302,1.1,5
32.3125,15.7,13.89146899,306,2,5
32.32291667,15.8,13.99007565,302,1.8,5
32.33333333,15.8,13.99007565,294,1.7,5
32.34375,16,14.01286832,305,1.7,5
32.35416667,16.1,13.9350327,309,1.4,5
32.36458333,16.3,14.13170362,296,1.7,5
32.375,16.3,14.13170362,299,1.6,5
32.38541667,16.5,14.32837201,288,2,5
32.39583333,16.6,14.42670525,284,1.8,5
32.40625,16.6,14.42670525,277,1.7,5
32.41666667,16.7,14.70215563,279,2.2,5
32.42708333,16.8,14.62336982,287,2.4,5
32.4375,17.2,14.83708997,287,2.5,5
32.44791667,17.5,14.94980131,285,2.6,5
32.45833333,17.4,14.85174899,282,2.7,5
32.46875,17.6,14.86395912,281,2.6,5
32.47916667,18.1,14.978449,284,2.6,5
32.48958333,18.6,14.88641127,288,2.7,5
32.5,19.2,15.270895,289,2.7,5
32.51041667,19.2,15.07005737,288,3,5
32.52083333,19.1,14.97318172,282,3.2,5
32.53125,19.3,14.96363455,281,3.2,5
32.54166667,19.2,14.86691254,283,3.4,5
32.55208333,19.4,14.8545374,288,3.4,5
32.5625,19.3,14.54988055,291,3.7,5
32.57291667,19.1,14.35705501,291,3.6,5
32.58333333,19.3,14.54988055,288,3.4,5
32.59375,19.2,14.24304706,290,3.7,5
32.60416667,18.8,14.06780672,292,4,5
32.61458333,18.7,13.97138796,293,3.8,5
32.625,19,14.05053377,293,3.5,5
32.63541667,18.6,13.87496787,290,3.7,5
32.64583333,18.4,13.68212369,292,3.7,5
32.65625,18.1,13.39284745,293,3.9,5
32.66666667,18.2,13.48927419,296,3.6,5
32.67708333,18.1,13.39284745,302,3.7,5
32.6875,17.9,13.40590404,300,3.5,5
32.69791667,17.8,13.30931828,299,3.5,5
32.70833333,17.3,13.02896255,296,3.3,5
32.71875,17.1,13.03542452,303,3.2,5
32.72916667,16.4,12.7481643,298,2.8,5
32.73958333,16,12.7406165,305,2.7,5
32.75,15.8,12.73287028,295,2.4,5
32.76041667,15.8,12.73287028,299,2,5
32.77083333,15.5,12.62476372,299,1.8,5
32.78125,15.2,12.51385498,293,1.7,5
32.79166667,14.9,12.57848588,289,1.5,5
32.80208333,14.7,12.55826526,291,1.5,5
32.8125,14.7,12.55826526,292,1.8,5
32.82291667,14.7,12.7326875,292,2,5
32.83333333,14.6,12.63420797,297,1.7,5
32.84375,14.7,12.90537301,301,1.7,5
32.85416667,14.6,12.80676049,305,1.7,5
32.86458333,14.5,12.70814743,312,1.2,5
32.875,14.5,12.87886939,310,1.6,5
32.88541667,14.4,12.78012413,300,1.6,5
32.89583333,14.7,13.07635848,303,1.7,5
32.90625,14.8,13.00398501,307,1.6,5
32.91666667,14.9,13.10259647,314,1.2,5
32.92708333,14.9,12.92964481,318,1.3,5
32.9375,14.9,12.92964481,317,1.2,5
32.94791667,15,13.02812259,301,1.7,5
32.95833333,15.1,13.12659979,306,1.1,5
32.96875,15.2,13.2250764,313,1,5
32.97916667,15.3,13.49703699,301,1.3,5
32.98958333,15.3,13.49703699,302,1.5,5
33,15.3,13.49703699,304,1.7,5
33.01041667,15.3,13.49703699,306,1.4,5
33.02083333,15.4,13.59564579,300,1.5,5
33.03125,15.4,13.59564579,302,1.4,5
33.04166667,15.3,13.66881417,296,1.6,5
33.05208333,15.3,13.66881417,282,1.1,5
33.0625,15.2,13.57007276,282,1.5,5
33.07291667,15.1,13.6411746,292,1.9,5
33.08333333,15,13.54230145,299,1.9,5
33.09375,14.9,13.44342787,304,2.3,5
33.10416667,14.9,13.61137758,309,2.2,5
33.11458333,14.8,13.51237405,312,2.1,5
33.125,14.8,13.51237405,309,2.1,5
33.13541667,14.7,13.41337015,307,2.4,5
33.14583333,14.6,13.31436586,308,2.3,5
33.15625,14.6,13.31436586,307,2.1,5
33.16666667,14.5,13.21536118,306,2.1,5
33.17708333,14.5,13.21536118,306,2,5
33.1875,14.5,13.21536118,308,1.9,5
33.19791667,14.4,13.11635613,301,2.2,5
33.20833333,14.4,13.11635613,293,2.3,5
33.21875,14.4,13.28206537,300,2.2,5
33.22916667,14.5,13.38119859,302,2.1,5
33.23958333,14.5,13.38119859,308,1.8,5
33.25,14.5,13.38119859,305,2,5
33.26041667,14.6,13.48033147,301,1.9,5
33.27083333,14.7,13.57946402,303,2,5
33.28125,14.7,13.57946402,300,1.9,5
33.29166667,14.8,13.67859624,300,1.6,5
33.30208333,14.8,13.67859624,284,1.5,5
33.3125,14.9,13.61137758,281,1.7,5
33.32291667,15,13.71038072,279,1.6,5
33.33333333,15.1,13.80938347,282,1.5,5
33.34375,15.3,14.00738783,291,1.2,5
33.35416667,15.6,14.13553387,290,1.4,5
33.36458333,15.9,14.26125247,273,1.9,5
33.375,16,14.18728739,266,1.8,5
33.38541667,16.1,14.11133969,271,2.3,5
33.39583333,15.8,13.99007565,280,2.8,5
33.40625,15.6,13.96503549,276,2.7,5
33.41666667,15.5,14.03666288,281,2.9,5
33.42708333,15.5,14.03666288,282,2.8,5
33.4375,15.3,13.83891961,286,2.9,5
33.44791667,15.4,13.93779146,291,2.8,5
33.45833333,15.7,14.06377497,287,2.7,5
33.46875,15.8,13.99007565,284,2.8,5
33.47916667,15.8,13.99007565,291,2.6,5
33.48958333,15.7,13.89146899,295,2.8,5
33.5,15.9,13.91439637,297,2.8,5
33.51041667,16.3,13.95333154,296,3,5
33.52083333,16.4,13.87118523,291,2.9,5
33.53125,16.6,13.70038256,298,2.9,5
33.54166667,16.7,13.79816104,293,2.9,5
33.55208333,16.9,13.80690171,295,3,5
33.5625,16.9,13.61807204,293,3.2,5
33.57291667,16.9,13.61807204,298,3.2,5
33.58333333,16.9,13.61807204,294,3.3,5
33.59375,17,13.71556237,296,3,5
33.60416667,17.2,13.71921224,291,3,5
33.61458333,16.7,13.61163131,285,3.1,5
33.625,16.6,13.51399477,282,3.1,5
33.63541667,16.5,13.41635734,280,3.1,5
33.64583333,16.4,13.31871901,281,3.1,5
33.65625,16.2,13.30926021,281,3,5
33.66666667,16,13.11369399,279,3,5
33.67708333,16,13.11369399,282,2.8,5
33.6875,15.8,12.91812441,284,2.7,5
33.69791667,15.8,12.91812441,293,2.4,5
33.70833333,15.7,12.82033835,298,2.6,5
33.71875,15.7,12.82033835,299,2.1,5
33.72916667,15.6,12.90557055,301,2.1,5
33.73958333,15.4,12.70971434,301,1.8,5
33.75,15.3,12.61178505,300,1.6,5
33.76041667,15.3,12.61178505,309,1.7,5
33.77083333,15.1,12.59634219,303,1.8,5
33.78125,15,12.49827218,300,1.6,5
33.79166667,14.9,12.40020144,300,1.5,5
33.80208333,15,12.49827218,304,1.7,5
33.8125,15,12.49827218,305,1.7,5
33.82291667,15,12.49827218,298,1.4,5
33.83333333,15,12.49827218,311,1.6,5
33.84375,15.1,12.59634219,312,1.4,5
33.85416667,15,12.49827218,308,1.7,5
33.86458333,15,12.49827218,307,1.7,5
33.875,15,12.49827218,303,1.7,5
33.88541667,14.9,12.40020144,303,1.4,5
33.89583333,14.8,12.30212995,293,1.5,5
33.90625,14.8,12.30212995,290,1.5,5
33.91666667,14.6,12.28385862,286,1.4,5
33.92708333,14.5,12.53572785,286,1.6,5
33.9375,14.3,12.51091971,288,1.5,5
33.94791667,14.3,12.51091971,280,1.4,5
33.95833333,14.2,12.41230505,292,1.1,5
33.96875,14.1,12.48388542,280,1.2,5
33.97916667,14,12.38513822,282,1,5
33.98958333,13.9,12.28639054,287,1,5
34,13.9,12.28639054,304,0.8,5
34.01041667,13.8,12.18764238,309,0.6,5
34.02083333,13.9,12.45466822,296,0.7,5
34.03125,14.1,12.65242361,292,1,5
34.04166667,14.2,12.58263214,295,1,5
34.05208333,14.3,12.68137837,290,0.9,5
34.0625,14.3,12.68137837,284,1.3,5
34.07291667,14.3,12.68137837,293,1.4,5
34.08333333,14.4,12.78012413,291,1.4,5
34.09375,14.4,12.78012413,285,0.9,5
34.10416667,14.4,12.78012413,272,1,5
34.11458333,14.4,12.78012413,277,0.9,5
34.125,14.4,12.78012413,278,1,5
34.13541667,14.4,12.60953383,259,0.3,5
34.14583333,14.4,12.60953383,240,0.2,5
34.15625,14.4,12.60953383,222,0.2,5
34.16666667,14.4,12.78012413,196,0.4,5
34.17708333,14.4,12.78012413,233,0.6,5
34.1875,14.3,12.68137837,173,0.3,5
34.19791667,14.3,12.68137837,154,0.7,5
34.20833333,14.3,12.68137837,146,0.9,5
34.21875,14.3,12.68137837,169,1.1,5
34.22916667,14.3,12.85017727,179,1.3,5
34.23958333,14.3,12.85017727,191,1.2,5
34.25,14.3,12.85017727,199,0.6,5
34.26041667,14.4,12.94905345,177,1,5
34.27083333,14.5,13.0479292,169,1,5
34.28125,14.7,13.07635848,178,1.7,5
34.29166667,14.9,13.10259647,176,2.4,5
34.30208333,15,13.02812259,179,2.4,5
34.3125,15,12.85329732,188,2.9,5
34.32291667,15.1,12.95164007,198,2.5,5
34.33333333,15,12.85329732,197,2.7,5
34.34375,15.1,12.77490063,180,2.5,5
34.35416667,15.2,12.69441146,184,2.9,5
34.36458333,15.3,12.79247999,193,2.6,5
34.375,15.4,12.89054779,194,2.6,5
34.38541667,15.5,12.98861485,182,3.1,5
34.39583333,15.4,12.89054779,182,2.9,5
34.40625,15.8,12.91812441,189,2.7,5
34.41666667,16,12.92815677,198,2.5,5
34.42708333,16.2,12.93561325,198,2.5,5
34.4375,16.4,12.94043758,208,2.6,5
34.44791667,16.5,13.03778791,217,2.9,5
34.45833333,17,13.13605737,226,3,5
34.46875,17,12.93852444,227,3.1,5
34.47916667,17,12.93852444,232,3,5
34.48958333,17.4,13.12570773,239,2.7,5
34.5,17.6,13.11614295,229,2.6,5
34.51041667,17.6,12.91069375,227,2.7,5
34.52083333,17.9,13.19998996,235,2.7,5
34.53125,18,13.08788403,248,2.9,5
34.54166667,18.3,13.16515175,248,2.7,5
34.55208333,17.8,12.89533743,250,2.6,5
34.5625,17.9,12.99161143,250,2.8,5
34.57291667,18.1,13.18415525,247,3.2,5
34.58333333,17.4,12.92296251,240,2.8,5
34.59375,17.9,12.99161143,232,2.8,5
34.60416667,18,13.08788403,255,3,5
34.61458333,17.9,13.19998996,251,2.9,5
34.625,18.2,13.28042508,251,3,5
34.63541667,18.1,13.18415525,239,3.1,5
34.64583333,18.2,13.28042508,243,3.1,5
34.65625,17.9,13.19998996,258,3.5,5
34.66666667,17.8,13.10355922,254,3.5,5
34.67708333,17.9,12.99161143,235,2.9,5
34.6875,17.5,12.60650712,228,3,5
34.69791667,17.2,12.52494682,229,2.8,5
34.70833333,17.1,12.63318229,226,2.7,5
34.71875,17,12.73871969,220,3,5
34.72916667,16.8,12.54521835,236,2.6,5
34.73958333,16.5,12.45400657,229,2.4,5
34.75,16.2,12.5537529,254,2.4,5
34.76041667,15.8,12.35631455,256,2.1,5
34.77083333,15.4,12.34228658,257,1.8,5
34.78125,15.1,12.23360436,259,1.8,5
34.79166667,15,12.31799246,261,1.3,5
34.80208333,15.3,12.61178505,245,1.3,5
34.8125,15.4,12.70971434,243,1.3,5
34.82291667,15.4,12.52697514,231,1,5
34.83333333,15.4,12.52697514,220,1.3,5
34.84375,15.5,12.62476372,218,1.4,5
34.85416667,15.5,12.62476372,225,1.7,5
34.86458333,15.6,12.72255146,211,1.7,5
34.875,15.6,12.90557055,209,1.7,5
34.88541667,15.6,12.90557055,197,1.7,5
34.89583333,15.5,12.80764284,212,1.2,5
