$T,,
,,
JDAY,EDH,2.134
29.02083333,1.038,
29.025,1.047,
29.02916667,1.063,
29.03333333,1.102,
29.0375,1.135,
29.04166667,1.155,
29.04583333,1.17,
29.05,1.183,
29.05416667,1.188,
29.05833333,1.2,
29.0625,1.219,
29.06666667,1.243,
29.07083333,1.274,
29.075,1.297,
29.07916667,1.305,
29.08333333,1.307,
29.0875,1.302,
29.09166667,1.315,
29.09583333,1.342,
29.1,1.371,
29.10416667,1.39,
29.10833333,1.393,
29.1125,1.39,
29.11666667,1.386,
29.12083333,1.398,
29.125,1.414,
29.12916667,1.416,
29.13333333,1.423,
29.1375,1.424,
29.14166667,1.413,
29.14583333,1.425,
29.15,1.425,
29.15416667,1.411,
29.15833333,1.406,
29.1625,1.407,
29.16666667,1.413,
29.17083333,1.421,
29.175,1.414,
29.17916667,1.398,
29.18333333,1.37,
29.1875,1.352,
29.19166667,1.344,
29.19583333,1.324,
29.2,1.3,
29.20416667,1.278,
29.20833333,1.265,
29.2125,1.261,
29.21666667,1.256,
29.22083333,1.236,
29.225,1.198,
29.22916667,1.164,
29.23333333,1.129,
29.2375,1.103,
29.24166667,1.08,
29.24583333,1.052,
29.25,1.015,
29.25416667,0.985,
29.25833333,0.953,
29.2625,0.923,
29.26666667,0.909,
29.27083333,0.873,
29.275,0.837,
29.27916667,0.808,
29.28333333,0.778,
29.2875,0.752,
29.29166667,0.714,
29.29583333,0.671,
29.3,0.64,
29.30416667,0.604,
29.30833333,0.583,
29.3125,0.551,
29.31666667,0.516,
29.32083333,0.491,
29.325,0.458,
29.32916667,0.435,
29.33333333,0.409,
29.3375,0.369,
29.34166667,0.353,
29.34583333,0.322,
29.35,0.285,
29.35416667,0.257,
29.35833333,0.22,
29.3625,0.205,
29.36666667,0.186,
29.37083333,0.154,
29.375,0.114,
29.37916667,0.083,
29.38333333,0.066,
29.3875,0.055,
29.39166667,0.049,
29.39583333,0.027,
29.4,-0.006,
29.40416667,-0.02,
29.40833333,-0.027,
29.4125,-0.049,
29.41666667,-0.058,
29.42083333,-0.073,
29.425,-0.092,
29.42916667,-0.085,
29.43333333,-0.088,
29.4375,-0.079,
29.44166667,-0.073,
29.44583333,-0.075,
29.45,-0.066,
29.45416667,-0.052,
29.45833333,-0.043,
29.4625,-0.043,
29.46666667,-0.044,
29.47083333,-0.037,
29.475,-0.019,
29.47916667,0.004,
29.48333333,0.031,
29.4875,0.053,
29.49166667,0.059,
29.49583333,0.077,
29.5,0.109,
29.50416667,0.138,
29.50833333,0.16,
29.5125,0.19,
29.51666667,0.215,
29.52083333,0.239,
29.525,0.271,
29.52916667,0.305,
29.53333333,0.333,
29.5375,0.356,
29.54166667,0.373,
29.54583333,0.403,
29.55,0.439,
29.55416667,0.473,
29.55833333,0.518,
29.5625,0.55,
29.56666667,0.584,
29.57083333,0.625,
29.575,0.657,
29.57916667,0.679,
29.58333333,0.697,
29.5875,0.725,
29.59166667,0.761,
29.59583333,0.804,
29.6,0.858,
29.60416667,0.899,
29.60833333,0.929,
29.6125,0.953,
29.61666667,0.979,
29.62083333,1.003,
29.625,1.028,
29.62916667,1.071,
29.63333333,1.099,
29.6375,1.133,
29.64166667,1.174,
29.64583333,1.198,
29.65,1.209,
29.65416667,1.205,
29.65833333,1.234,
29.6625,1.27,
29.66666667,1.311,
29.67083333,1.336,
29.675,1.334,
29.67916667,1.345,
29.68333333,1.357,
29.6875,1.38,
29.69166667,1.393,
29.69583333,1.406,
29.7,1.416,
29.70416667,1.419,
29.70833333,1.411,
29.7125,1.394,
29.71666667,1.404,
29.72083333,1.428,
29.725,1.439,
29.72916667,1.431,
29.73333333,1.414,
29.7375,1.405,
29.74166667,1.409,
29.74583333,1.405,
29.75,1.391,
29.75416667,1.372,
29.75833333,1.36,
29.7625,1.358,
29.76666667,1.345,
29.77083333,1.329,
29.775,1.312,
29.77916667,1.29,
29.78333333,1.278,
29.7875,1.268,
29.79166667,1.259,
29.79583333,1.247,
29.8,1.207,
29.80416667,1.167,
29.80833333,1.143,
29.8125,1.142,
29.81666667,1.143,
29.82083333,1.117,
29.825,1.077,
29.82916667,1.046,
29.83333333,1.035,
29.8375,1.019,
29.84166667,0.991,
29.84583333,0.962,
29.85,0.935,
29.85416667,0.929,
29.85833333,0.917,
29.8625,0.894,
29.86666667,0.852,
29.87083333,0.829,
29.875,0.807,
29.87916667,0.797,
29.88333333,0.788,
29.8875,0.772,
29.89166667,0.747,
29.89583333,0.721,
29.9,0.708,
29.90416667,0.7,
29.90833333,0.686,
29.9125,0.679,
29.91666667,0.659,
29.92083333,0.636,
29.925,0.632,
29.92916667,0.626,
29.93333333,0.622,
29.9375,0.611,
29.94166667,0.599,
29.94583333,0.589,
29.95,0.579,
29.95416667,0.584,
29.95833333,0.579,
29.9625,0.575,
29.96666667,0.581,
29.97083333,0.584,
29.975,0.586,
29.97916667,0.587,
29.98333333,0.584,
29.9875,0.587,
29.99166667,0.593,
29.99583333,0.598,
30,0.614,
30.00416667,0.629,
30.00833333,0.658,
30.0125,0.685,
30.01666667,0.68,
30.02083333,0.677,
30.025,0.679,
30.02916667,0.696,
30.03333333,0.733,
30.0375,0.765,
30.04166667,0.787,
30.04583333,0.808,
30.05,0.836,
30.05416667,0.854,
30.05833333,0.868,
30.0625,0.884,
30.06666667,0.902,
30.07083333,0.932,
30.075,0.962,
30.07916667,0.985,
30.08333333,1.011,
30.0875,1.036,
30.09166667,1.058,
30.09583333,1.081,
30.1,1.09,
30.10416667,1.115,
30.10833333,1.152,
30.1125,1.18,
30.11666667,1.195,
30.12083333,1.201,
30.125,1.213,
30.12916667,1.24,
30.13333333,1.27,
30.1375,1.289,
30.14166667,1.315,
30.14583333,1.334,
30.15,1.354,
30.15416667,1.356,
30.15833333,1.351,
30.1625,1.367,
30.16666667,1.389,
30.17083333,1.417,
30.175,1.424,
30.17916667,1.419,
30.18333333,1.432,
30.1875,1.431,
30.19166667,1.431,
30.19583333,1.431,
30.2,1.436,
30.20416667,1.451,
30.20833333,1.462,
30.2125,1.452,
30.21666667,1.431,
30.22083333,1.411,
30.225,1.397,
30.22916667,1.391,
30.23333333,1.386,
30.2375,1.382,
30.24166667,1.362,
30.24583333,1.336,
30.25,1.32,
30.25416667,1.306,
30.25833333,1.286,
30.2625,1.27,
30.26666667,1.236,
30.27083333,1.197,
30.275,1.166,
30.27916667,1.144,
30.28333333,1.125,
30.2875,1.106,
30.29166667,1.087,
30.29583333,1.051,
30.3,1.011,
30.30416667,0.971,
30.30833333,0.935,
30.3125,0.905,
30.31666667,0.886,
30.32083333,0.858,
30.325,0.827,
30.32916667,0.794,
30.33333333,0.748,
30.3375,0.71,
30.34166667,0.674,
30.34583333,0.643,
30.35,0.626,
30.35416667,0.598,
30.35833333,0.568,
30.3625,0.525,
30.36666667,0.486,
30.37083333,0.456,
30.375,0.422,
30.37916667,0.395,
30.38333333,0.365,
30.3875,0.337,
30.39166667,0.312,
30.39583333,0.277,
30.4,0.246,
30.40416667,0.206,
30.40833333,0.179,
30.4125,0.168,
30.41666667,0.155,
30.42083333,0.155,
30.425,0.121,
30.42916667,0.081,
30.43333333,0.049,
30.4375,0.03,
30.44166667,0.019,
30.44583333,0.014,
30.45,0.009,
30.45416667,0.001,
30.45833333,-0.009,
30.4625,-0.015,
30.46666667,-0.022,
30.47083333,-0.026,
30.475,-0.03,
30.47916667,-0.031,
30.48333333,-0.012,
30.4875,-0.012,
30.49166667,-0.002,
30.49583333,0.008,
30.5,0.014,
30.50416667,0.025,
30.50833333,0.05,
30.5125,0.066,
30.51666667,0.084,
30.52083333,0.092,
30.525,0.105,
30.52916667,0.137,
30.53333333,0.175,
30.5375,0.216,
30.54166667,0.245,
30.54583333,0.262,
30.55,0.289,
30.55416667,0.31,
30.55833333,0.338,
30.5625,0.367,
30.56666667,0.397,
30.57083333,0.446,
30.575,0.486,
30.57916667,0.528,
30.58333333,0.567,
30.5875,0.594,
30.59166667,0.618,
30.59583333,0.634,
30.6,0.672,
30.60416667,0.717,
30.60833333,0.772,
30.6125,0.822,
30.61666667,0.846,
30.62083333,0.874,
30.625,0.908,
30.62916667,0.946,
30.63333333,0.991,
30.6375,1.021,
30.64166667,1.049,
30.64583333,1.082,
30.65,1.129,
30.65416667,1.167,
30.65833333,1.207,
30.6625,1.235,
30.66666667,1.262,
30.67083333,1.296,
30.675,1.323,
30.67916667,1.344,
30.68333333,1.357,
30.6875,1.381,
30.69166667,1.405,
30.69583333,1.442,
30.7,1.48,
30.70416667,1.5,
30.70833333,1.497,
30.7125,1.508,
30.71666667,1.512,
30.72083333,1.529,
30.725,1.546,
30.72916667,1.557,
30.73333333,1.569,
30.7375,1.57,
30.74166667,1.573,
30.74583333,1.56,
30.75,1.557,
30.75416667,1.565,
30.75833333,1.566,
30.7625,1.56,
30.76666667,1.556,
30.77083333,1.567,
30.775,1.557,
30.77916667,1.533,
30.78333333,1.495,
30.7875,1.459,
30.79166667,1.448,
30.79583333,1.459,
30.8,1.447,
30.80416667,1.413,
30.80833333,1.387,
30.8125,1.374,
30.81666667,1.36,
30.82083333,1.321,
30.825,1.278,
30.82916667,1.244,
30.83333333,1.225,
30.8375,1.21,
30.84166667,1.183,
30.84583333,1.14,
30.85,1.108,
30.85416667,1.082,
30.85833333,1.047,
30.8625,1.013,
30.86666667,0.989,
30.87083333,0.962,
30.875,0.932,
30.87916667,0.893,
30.88333333,0.857,
30.8875,0.82,
30.89166667,0.798,
30.89583333,0.78,
30.9,0.753,
30.90416667,0.721,
30.90833333,0.686,
30.9125,0.644,
30.91666667,0.608,
30.92083333,0.59,
30.925,0.571,
30.92916667,0.553,
30.93333333,0.527,
30.9375,0.503,
30.94166667,0.478,
30.94583333,0.462,
30.95,0.439,
30.95416667,0.408,
30.95833333,0.38,
30.9625,0.355,
30.96666667,0.355,
30.97083333,0.355,
30.975,0.336,
30.97916667,0.326,
30.98333333,0.31,
30.9875,0.313,
30.99166667,0.309,
30.99583333,0.293,
31,0.283,
31.00416667,0.265,
31.00833333,0.281,
31.0125,0.307,
31.01666667,0.313,
31.02083333,0.311,
31.025,0.304,
31.02916667,0.311,
31.03333333,0.32,
31.0375,0.336,
31.04166667,0.358,
31.04583333,0.379,
31.05,0.398,
31.05416667,0.412,
31.05833333,0.429,
31.0625,0.448,
31.06666667,0.466,
31.07083333,0.488,
31.075,0.518,
31.07916667,0.541,
31.08333333,0.561,
31.0875,0.596,
31.09166667,0.615,
31.09583333,0.632,
31.1,0.668,
31.10416667,0.704,
31.10833333,0.732,
31.1125,0.755,
31.11666667,0.778,
31.12083333,0.801,
31.125,0.822,
31.12916667,0.853,
31.13333333,0.887,
31.1375,0.917,
31.14166667,0.965,
31.14583333,0.99,
31.15,1.012,
31.15416667,1.028,
31.15833333,1.045,
31.1625,1.087,
31.16666667,1.121,
31.17083333,1.147,
31.175,1.16,
31.17916667,1.197,
31.18333333,1.228,
31.1875,1.236,
31.19166667,1.248,
31.19583333,1.262,
31.2,1.281,
31.20416667,1.334,
31.20833333,1.358,
31.2125,1.364,
31.21666667,1.367,
31.22083333,1.368,
31.225,1.37,
31.22916667,1.388,
31.23333333,1.41,
31.2375,1.426,
31.24166667,1.432,
31.24583333,1.415,
31.25,1.391,
31.25416667,1.388,
31.25833333,1.402,
31.2625,1.409,
31.26666667,1.398,
31.27083333,1.384,
31.275,1.367,
31.27916667,1.362,
31.28333333,1.346,
31.2875,1.313,
31.29166667,1.274,
31.29583333,1.258,
31.3,1.25,
31.30416667,1.238,
31.30833333,1.217,
31.3125,1.185,
31.31666667,1.148,
31.32083333,1.128,
31.325,1.1,
31.32916667,1.068,
31.33333333,1.037,
31.3375,1.005,
31.34166667,0.983,
31.34583333,0.943,
31.35,0.909,
31.35416667,0.886,
31.35833333,0.857,
31.3625,0.836,
31.36666667,0.806,
31.37083333,0.743,
31.375,0.701,
31.37916667,0.69,
31.38333333,0.658,
31.3875,0.622,
31.39166667,0.595,
31.39583333,0.574,
31.4,0.54,
31.40416667,0.503,
31.40833333,0.464,
31.4125,0.417,
31.41666667,0.381,
31.42083333,0.371,
31.425,0.343,
31.42916667,0.302,
31.43333333,0.271,
31.4375,0.257,
31.44166667,0.224,
31.44583333,0.196,
31.45,0.177,
31.45416667,0.166,
31.45833333,0.143,
31.4625,0.112,
31.46666667,0.086,
31.47083333,0.061,
31.475,0.052,
31.47916667,0.065,
31.48333333,0.064,
31.4875,0.048,
31.49166667,0.033,
31.49583333,0.027,
31.5,0.026,
31.50416667,0.017,
31.50833333,0.03,
31.5125,0.053,
31.51666667,0.068,
31.52083333,0.084,
31.525,0.084,
31.52916667,0.071,
31.53333333,0.076,
31.5375,0.105,
31.54166667,0.137,
31.54583333,0.149,
31.55,0.168,
31.55416667,0.194,
31.55833333,0.225,
31.5625,0.257,
31.56666667,0.285,
31.57083333,0.305,
31.575,0.325,
31.57916667,0.352,
31.58333333,0.392,
31.5875,0.437,
31.59166667,0.453,
31.59583333,0.488,
31.6,0.527,
31.60416667,0.555,
31.60833333,0.606,
31.6125,0.652,
31.61666667,0.684,
31.62083333,0.716,
31.625,0.744,
31.62916667,0.784,
31.63333333,0.833,
31.6375,0.882,
31.64166667,0.922,
31.64583333,0.952,
31.65,0.989,
31.65416667,1.033,
31.65833333,1.069,
31.6625,1.105,
31.66666667,1.15,
31.67083333,1.191,
31.675,1.227,
31.67916667,1.265,
31.68333333,1.297,
31.6875,1.331,
31.69166667,1.373,
31.69583333,1.405,
31.7,1.438,
31.70416667,1.464,
31.70833333,1.505,
31.7125,1.534,
31.71666667,1.548,
31.72083333,1.561,
31.725,1.583,
31.72916667,1.622,
31.73333333,1.643,
31.7375,1.653,
31.74166667,1.667,
31.74583333,1.686,
31.75,1.706,
31.75416667,1.714,
31.75833333,1.705,
31.7625,1.704,
31.76666667,1.719,
31.77083333,1.722,
31.775,1.704,
31.77916667,1.699,
31.78333333,1.689,
31.7875,1.685,
31.79166667,1.701,
31.79583333,1.689,
31.8,1.663,
31.80416667,1.634,
31.80833333,1.608,
31.8125,1.59,
31.81666667,1.582,
31.82083333,1.56,
31.825,1.52,
31.82916667,1.491,
31.83333333,1.475,
31.8375,1.443,
31.84166667,1.409,
31.84583333,1.369,
31.85,1.335,
31.85416667,1.311,
31.85833333,1.291,
31.8625,1.251,
31.86666667,1.195,
31.87083333,1.157,
31.875,1.133,
31.87916667,1.107,
31.88333333,1.072,
31.8875,1.026,
31.89166667,0.978,
31.89583333,0.935,
31.9,0.902,
31.90416667,0.866,
31.90833333,0.835,
31.9125,0.804,
31.91666667,0.772,
31.92083333,0.73,
31.925,0.68,
31.92916667,0.647,
31.93333333,0.611,
31.9375,0.577,
31.94166667,0.547,
31.94583333,0.508,
31.95,0.475,
31.95416667,0.443,
31.95833333,0.422,
31.9625,0.391,
31.96666667,0.346,
31.97083333,0.311,
31.975,0.283,
31.97916667,0.264,
31.98333333,0.242,
31.9875,0.216,
31.99166667,0.2,
31.99583333,0.182,
32,0.162,
32.00416667,0.144,
32.00833333,0.129,
32.0125,0.105,
32.01666667,0.087,
32.02083333,0.082,
32.025,0.075,
32.02916667,0.065,
32.03333333,0.071,
32.0375,0.086,
32.04166667,0.079,
32.04583333,0.075,
32.05,0.077,
32.05416667,0.076,
32.05833333,0.088,
32.0625,0.108,
32.06666667,0.122,
32.07083333,0.136,
32.075,0.153,
32.07916667,0.176,
32.08333333,0.183,
32.0875,0.191,
32.09166667,0.211,
32.09583333,0.25,
32.1,0.274,
32.10416667,0.3,
32.10833333,0.341,
32.1125,0.364,
32.11666667,0.393,
32.12083333,0.418,
32.125,0.448,
32.12916667,0.48,
32.13333333,0.515,
32.1375,0.56,
32.14166667,0.586,
32.14583333,0.606,
32.15,0.646,
32.15416667,0.683,
32.15833333,0.724,
32.1625,0.763,
32.16666667,0.796,
32.17083333,0.828,
32.175,0.856,
32.17916667,0.893,
32.18333333,0.928,
32.1875,0.954,
32.19166667,0.998,
32.19583333,1.036,
32.2,1.052,
32.20416667,1.08,
32.20833333,1.103,
32.2125,1.129,
32.21666667,1.152,
32.22083333,1.181,
32.225,1.211,
32.22916667,1.229,
32.23333333,1.265,
32.2375,1.278,
32.24166667,1.287,
32.24583333,1.306,
32.25,1.313,
32.25416667,1.325,
32.25833333,1.346,
32.2625,1.359,
32.26666667,1.364,
32.27083333,1.375,
32.275,1.375,
32.27916667,1.384,
32.28333333,1.386,
32.2875,1.377,
32.29166667,1.377,
32.29583333,1.363,
32.3,1.381,
32.30416667,1.383,
32.30833333,1.374,
32.3125,1.354,
32.31666667,1.331,
32.32083333,1.315,
32.325,1.302,
32.32916667,1.29,
32.33333333,1.27,
32.3375,1.255,
32.34166667,1.237,
32.34583333,1.201,
32.35,1.173,
32.35416667,1.145,
32.35833333,1.11,
32.3625,1.087,
32.36666667,1.062,
32.37083333,1.037,
32.375,1.013,
32.37916667,0.978,
32.38333333,0.922,
32.3875,0.878,
32.39166667,0.848,
32.39583333,0.828,
32.4,0.805,
32.40416667,0.765,
32.40833333,0.724,
32.4125,0.689,
32.41666667,0.658,
32.42083333,0.633,
32.425,0.595,
32.42916667,0.565,
32.43333333,0.542,
32.4375,0.513,
32.44166667,0.489,
32.44583333,0.457,
32.45,0.424,
32.45416667,0.407,
32.45833333,0.38,
32.4625,0.356,
32.46666667,0.33,
32.47083333,0.296,
32.475,0.282,
32.47916667,0.277,
32.48333333,0.278,
32.4875,0.258,
32.49166667,0.237,
32.49583333,0.209,
32.5,0.188,
32.50416667,0.175,
32.50833333,0.182,
32.5125,0.187,
32.51666667,0.177,
32.52083333,0.169,
32.525,0.173,
32.52916667,0.169,
32.53333333,0.171,
32.5375,0.179,
32.54166667,0.166,
32.54583333,0.171,
32.55,0.185,
32.55416667,0.201,
32.55833333,0.224,
32.5625,0.239,
32.56666667,0.243,
32.57083333,0.267,
32.575,0.288,
32.57916667,0.319,
32.58333333,0.352,
32.5875,0.377,
32.59166667,0.399,
32.59583333,0.424,
32.6,0.449,
32.60416667,0.492,
32.60833333,0.533,
32.6125,0.56,
32.61666667,0.593,
32.62083333,0.626,
32.625,0.659,
32.62916667,0.712,
32.63333333,0.751,
32.6375,0.784,
32.64166667,0.814,
32.64583333,0.852,
32.65,0.889,
32.65416667,0.941,
32.65833333,0.974,
32.6625,1.008,
32.66666667,1.054,
32.67083333,1.091,
32.675,1.128,
32.67916667,1.171,
32.68333333,1.209,
32.6875,1.252,
32.69166667,1.284,
32.69583333,1.319,
32.7,1.365,
32.70416667,1.409,
32.70833333,1.447,
32.7125,1.463,
32.71666667,1.485,
32.72083333,1.513,
32.725,1.565,
32.72916667,1.612,
32.73333333,1.638,
32.7375,1.665,
32.74166667,1.691,
32.74583333,1.714,
32.75,1.748,
32.75416667,1.756,
32.75833333,1.778,
32.7625,1.798,
32.76666667,1.819,
32.77083333,1.835,
32.775,1.858,
32.77916667,1.869,
32.78333333,1.877,
32.7875,1.882,
32.79166667,1.877,
32.79583333,1.875,
32.8,1.879,
32.80416667,1.862,
32.80833333,1.847,
32.8125,1.843,
32.81666667,1.838,
32.82083333,1.817,
32.825,1.81,
32.82916667,1.781,
32.83333333,1.763,
32.8375,1.74,
32.84166667,1.69,
32.84583333,1.649,
32.85,1.623,
32.85416667,1.593,
32.85833333,1.574,
32.8625,1.544,
32.86666667,1.502,
32.87083333,1.454,
32.875,1.415,
32.87916667,1.369,
32.88333333,1.329,
32.8875,1.294,
32.89166667,1.25,
32.89583333,1.212,
32.9,1.186,
32.90416667,1.142,
32.90833333,1.095,
32.9125,1.046,
32.91666667,0.994,
32.92083333,0.96,
32.925,0.932,
32.92916667,0.887,
32.93333333,0.846,
32.9375,0.803,
32.94166667,0.764,
32.94583333,0.72,
32.95,0.676,
32.95416667,0.625,
32.95833333,0.58,
32.9625,0.553,
32.96666667,0.515,
32.97083333,0.472,
32.975,0.42,
32.97916667,0.378,
32.98333333,0.351,
32.9875,0.324,
32.99166667,0.291,
32.99583333,0.253,
33,0.211,
33.00416667,0.173,
33.00833333,0.149,
33.0125,0.123,
33.01666667,0.094,
33.02083333,0.07,
33.025,0.06,
33.02916667,0.043,
33.03333333,0.016,
33.0375,-0.015,
33.04166667,-0.04,
33.04583333,-0.061,
33.05,-0.059,
33.05416667,-0.049,
33.05833333,-0.048,
33.0625,-0.051,
33.06666667,-0.07,
33.07083333,-0.079,
33.075,-0.078,
33.07916667,-0.075,
33.08333333,-0.064,
33.0875,-0.039,
33.09166667,-0.02,
33.09583333,-0.01,
33.1,0.001,
33.10416667,0.011,
33.10833333,0.014,
33.1125,0.025,
33.11666667,0.055,
33.12083333,0.093,
33.125,0.132,
33.12916667,0.17,
33.13333333,0.2,
33.1375,0.215,
33.14166667,0.235,
33.14583333,0.264,
33.15,0.284,
33.15416667,0.309,
33.15833333,0.342,
33.1625,0.378,
33.16666667,0.417,
33.17083333,0.462,
33.175,0.505,
33.17916667,0.535,
33.18333333,0.568,
33.1875,0.597,
33.19166667,0.627,
33.19583333,0.651,
33.2,0.689,
33.20416667,0.728,
33.20833333,0.772,
33.2125,0.817,
33.21666667,0.851,
33.22083333,0.883,
33.225,0.916,
33.22916667,0.947,
33.23333333,0.972,
33.2375,1.004,
33.24166667,1.055,
33.24583333,1.097,
33.25,1.133,
33.25416667,1.162,
33.25833333,1.173,
33.2625,1.173,
33.26666667,1.202,
33.27083333,1.231,
33.275,1.25,
33.27916667,1.281,
33.28333333,1.306,
33.2875,1.33,
33.29166667,1.356,
33.29583333,1.363,
33.3,1.359,
33.30416667,1.357,
33.30833333,1.357,
33.3125,1.356,
33.31666667,1.372,
33.32083333,1.37,
33.325,1.368,
33.32916667,1.376,
33.33333333,1.376,
33.3375,1.374,
33.34166667,1.366,
33.34583333,1.347,
33.35,1.313,
33.35416667,1.307,
33.35833333,1.294,
33.3625,1.281,
33.36666667,1.276,
33.37083333,1.252,
33.375,1.216,
33.37916667,1.181,
33.38333333,1.157,
33.3875,1.131,
33.39166667,1.123,
33.39583333,1.118,
33.4,1.088,
33.40416667,1.057,
33.40833333,1.017,
33.4125,0.98,
33.41666667,0.942,
33.42083333,0.907,
33.425,0.879,
33.42916667,0.848,
33.43333333,0.835,
33.4375,0.815,
33.44166667,0.785,
33.44583333,0.758,
33.45,0.721,
33.45416667,0.683,
33.45833333,0.654,
33.4625,0.631,
33.46666667,0.606,
33.47083333,0.581,
33.475,0.553,
33.47916667,0.527,
33.48333333,0.5,
33.4875,0.48,
33.49166667,0.47,
33.49583333,0.455,
33.5,0.433,
33.50416667,0.411,
33.50833333,0.391,
33.5125,0.366,
33.51666667,0.355,
33.52083333,0.358,
33.525,0.355,
33.52916667,0.354,
33.53333333,0.337,
33.5375,0.316,
33.54166667,0.301,
33.54583333,0.304,
33.55,0.316,
33.55416667,0.321,
33.55833333,0.339,
33.5625,0.334,
33.56666667,0.353,
33.57083333,0.361,
33.575,0.344,
33.57916667,0.36,
33.58333333,0.369,
33.5875,0.392,
33.59166667,0.424,
33.59583333,0.438,
33.6,0.459,
33.60416667,0.473,
33.60833333,0.5,
33.6125,0.538,
33.61666667,0.566,
33.62083333,0.585,
33.625,0.601,
33.62916667,0.625,
33.63333333,0.667,
33.6375,0.71,
33.64166667,0.757,
33.64583333,0.789,
33.65,0.82,
33.65416667,0.854,
33.65833333,0.877,
33.6625,0.91,
33.66666667,0.942,
33.67083333,0.996,
33.675,1.055,
33.67916667,1.102,
33.68333333,1.135,
33.6875,1.168,
33.69166667,1.195,
33.69583333,1.231,
33.7,1.27,
33.70416667,1.317,
33.70833333,1.363,
33.7125,1.412,
33.71666667,1.452,
33.72083333,1.482,
33.725,1.515,
33.72916667,1.557,
33.73333333,1.592,
33.7375,1.63,
33.74166667,1.664,
33.74583333,1.696,
33.75,1.733,
33.75416667,1.754,
33.75833333,1.787,
33.7625,1.794,
33.76666667,1.841,
33.77083333,1.871,
33.775,1.894,
33.77916667,1.899,
33.78333333,1.911,
33.7875,1.932,
33.79166667,1.961,
33.79583333,1.971,
33.8,1.968,
33.80416667,1.971,
33.80833333,1.977,
33.8125,1.986,
33.81666667,1.96,
33.82083333,1.958,
33.825,1.97,
33.82916667,1.973,
33.83333333,1.963,
33.8375,1.924,
33.84166667,1.9,
33.84583333,1.876,
33.85,1.875,
33.85416667,1.861,
33.85833333,1.836,
33.8625,1.807,
33.86666667,1.77,
33.87083333,1.739,
33.875,1.7,
33.87916667,1.664,
33.88333333,1.631,
33.8875,1.598,
33.89166667,1.57,
33.89583333,1.539,
33.9,1.498,
33.90416667,1.453,
33.90833333,1.419,
33.9125,1.37,
33.91666667,1.324,
33.92083333,1.284,
33.925,1.236,
33.92916667,1.202,
33.93333333,1.153,
33.9375,1.103,
33.94166667,1.057,
33.94583333,1.009,
33.95,0.965,
33.95416667,0.922,
33.95833333,0.877,
33.9625,0.835,
33.96666667,0.785,
33.97083333,0.738,
33.975,0.688,
33.97916667,0.638,
33.98333333,0.595,
33.9875,0.552,
33.99166667,0.501,
33.99583333,0.448,
34,0.405,
34.00416667,0.364,
34.00833333,0.324,
34.0125,0.288,
34.01666667,0.251,
34.02083333,0.212,
34.025,0.177,
34.02916667,0.148,
34.03333333,0.113,
34.0375,0.075,
34.04166667,0.046,
34.04583333,0.018,
34.05,-0.002,
34.05416667,-0.026,
34.05833333,-0.063,
34.0625,-0.083,
34.06666667,-0.109,
34.07083333,-0.118,
34.075,-0.114,
34.07916667,-0.127,
34.08333333,-0.138,
34.0875,-0.14,
34.09166667,-0.16,
34.09583333,-0.155,
34.1,-0.157,
34.10416667,-0.159,
34.10833333,-0.155,
34.1125,-0.147,
34.11666667,-0.143,
34.12083333,-0.135,
34.125,-0.123,
34.12916667,-0.098,
34.13333333,-0.087,
34.1375,-0.059,
34.14166667,-0.037,
34.14583333,-0.018,
34.15,-0.002,
34.15416667,0.021,
34.15833333,0.038,
34.1625,0.071,
34.16666667,0.111,
34.17083333,0.152,
34.175,0.185,
34.17916667,0.2,
34.18333333,0.221,
34.1875,0.258,
34.19166667,0.289,
34.19583333,0.325,
34.2,0.368,
34.20416667,0.408,
34.20833333,0.454,
34.2125,0.499,
34.21666667,0.527,
34.22083333,0.549,
34.225,0.57,
34.22916667,0.618,
34.23333333,0.667,
34.2375,0.707,
34.24166667,0.743,
34.24583333,0.771,
34.25,0.795,
34.25416667,0.83,
34.25833333,0.874,
34.2625,0.913,
34.26666667,0.95,
34.27083333,0.994,
34.275,1.022,
34.27916667,1.04,
34.28333333,1.063,
34.2875,1.081,
34.29166667,1.11,
34.29583333,1.151,
34.3,1.183,
34.30416667,1.21,
34.30833333,1.214,
34.3125,1.235,
34.31666667,1.244,
34.32083333,1.264,
34.325,1.292,
34.32916667,1.304,
34.33333333,1.322,
34.3375,1.333,
34.34166667,1.355,
34.34583333,1.352,
34.35,1.338,
34.35416667,1.326,
34.35833333,1.321,
34.3625,1.34,
34.36666667,1.34,
34.37083333,1.322,
34.375,1.306,
34.37916667,1.298,
34.38333333,1.304,
34.3875,1.299,
34.39166667,1.284,
34.39583333,1.25,
34.4,1.23,
34.40416667,1.21,
34.40833333,1.184,
34.4125,1.166,
34.41666667,1.131,
34.42083333,1.116,
34.425,1.1,
34.42916667,1.084,
34.43333333,1.055,
34.4375,1.018,
34.44166667,0.993,
34.44583333,0.962,
34.45,0.937,
34.45416667,0.925,
34.45833333,0.897,
34.4625,0.874,
34.46666667,0.856,
34.47083333,0.821,
34.475,0.777,
34.47916667,0.756,
34.48333333,0.721,
34.4875,0.709,
34.49166667,0.697,
34.49583333,0.677,
34.5,0.652,
34.50416667,0.642,
34.50833333,0.632,
34.5125,0.612,
34.51666667,0.592,
34.52083333,0.564,
34.525,0.525,
34.52916667,0.514,
34.53333333,0.508,
34.5375,0.516,
